ID,Comment Text,Translated
1746,@user-jr7jb6rp1p아재요 미성년자와 성인이 사귀는건 범죄입니다 쉴드 칠걸 치세요,"Ông chú à, việc người vị thành niên và người trưởng thành hẹn hò là phạm tội đấy, bênh vực thì cũng phải lựa cái mà bênh chứ.
"
1747,전자발찌 차야지? 15살은 미국이었으면 종신형이다,"Chắc phải đeo vòng chân điện tử rồi? Nếu là ở Mỹ thì 15 tuổi là án chung thân đấy.
"
1748,20대후반에 중학생이랑 사귄건 그냥 미친새기임,"Thằng nào mà cuối 20 hẹn hò với học sinh cấp 2 thì đúng là thằng điên.
"
1749,나 중2때 엄마아빠한테 숙제 검사받고 스카 가명 태우러오고 혼자선 아무것도 못하는 그냥 꼬맹이었는데;;;,"Hồi cấp 2, mình còn phải nhờ bố mẹ kiểm tra bài tập, đưa đón đến lớp học thêm, chẳng làm được gì một mình, đúng kiểu trẻ con ấy;;;
"
1750,김수현 한국남자씨~<br>지금 88 한국남자모임 할 시간 있어~?<br>조문도 안 가고 언플 중인 거 실화~?<br>41살에 21살이랑 망혼하고 싶다고 인터뷰한 거 실화~?<br>졸지에 김수현 생일날짜 잊지 못하겠는데~<br>30대에 미성년자 먹버하는 한국남자는 뉴스감 아닌가~<br>허위사실이라고 우기는 거 넘나 추하다~<br>고영욱이랑 볼링 동아리나 만들어라~,"Anh Kim Soo Hyun người Hàn Quốc ơi~
Bây giờ anh có thời gian cho hội 88 trai Hàn không~?
Chuyện anh không đi viếng mà lo PR là thật hả~?
Chuyện anh trả lời phỏng vấn muốn kết hôn với người 21 tuổi ở tuổi 41 là thật hả~?
Bỗng dưng tôi sẽ không thể quên ngày sinh nhật của Kim Soo Hyun mất~
Trai Hàn ăn xong bỏ rơi trẻ vị thành niên ở độ tuổi 30 không phải là chuyện để lên báo sao~
Anh cứ khăng khăng đó là thông tin sai lệch trông thật đáng xấu hổ~
Anh lập câu lạc bộ bowling với Go Young Wook đi~"
1751,김수현 진짜 무섭네..,Kim Soo Hyun đáng sợ thật.
1752,돈도 많은 사람이 지 전애인이였던 애를 돈으로 저렇게 괴롭혔어야 됐나... 김새론 별로 좋아하진 않지만 이 사건이 다 사실이면 김수현 이놈은 걍... 악질이다,"Một người có nhiều tiền lại dùng tiền để hành hạ người yêu cũ như vậy sao... Tôi không thích Kim Sae Ron, nhưng nếu tất cả những điều này là sự thật thì Kim Soo Hyun đúng là... một kẻ xấu xa.
"
1753,"<a href=""https://www.youtube.com/watch?v=wO1VjpwVS3E&amp;t=2356"">39:16</a> <a href=""UCkszU2WH9gy1mb0dV-11UJg/penguin-blue-waving-tear""></a>",[39:16]
1754,최악이다,"Tệ nhất.
"
1755,역대급 강력한 썸네일이라서 이재명 지지자도 클릭하게 만들듯,"Chắc cú thumbnail mạnh nhất từ trước đến nay, đến cả người ủng hộ Lee Jae-myung cũng phải click vào xem.
"
1756,김수현이 새론이를죽이는데 일조했네. 소아성애자 곧 감옥가겠구나. 구속을당하고 친중짓거리한거로 국민의심판도받고...전국민한테 물어뜯겨봐야 새론이의 고통을알지...너도끝났고 너하고 같이논 연얘인이나 함께 작품한배우들도 덩달아피해를보겠구나. 적당히악하게굴었어야지...새론이곱게놔주고 오히려 소아성애한걸로 돈을 물어줘도 될까말까한마당에 내용증명을보내다니...무덤을팠네...,"Kim Soo Hyun đã góp phần giết Kim Sae Ron. Thằng ấu dâm kia sắp vào tù rồi. Bị bắt giam rồi còn làm trò thân Trung Quốc, phải nhận sự trừng phạt của người dân... Phải bị toàn dân xâu xé thì mới biết nỗi đau của Sae Ron... Mày cũng xong rồi, mấy đứa nghệ sĩ chơi với mày hay mấy diễn viên đóng chung phim cũng bị vạ lây thôi. Đáng lẽ phải ác vừa vừa thôi chứ... Đã không để yên cho Sae Ron, lại còn gửi giấy thông báo đòi bồi thường trong khi đáng lẽ phải trả tiền vì tội ấu dâm... Tự đào mồ chôn mình rồi...
"
1757,아직안봤다 남녀사이는둘만알뿐,"Chưa xem nhưng chuyện nam nữ chỉ có hai người biết.
"
1758,그럼 그 여자는 죄가 없나요?  그녀는 어떻게 자신보다 나이 많은 사람과 연인이 되었는가?  소녀의 가족은 이에 어떻게 동의했습니까?  왜 김수현에게만 책임이 전가되는가?,"Vậy người phụ nữ đó không có tội sao? Làm sao cô ta có thể yêu một người lớn tuổi hơn mình? Gia đình cô gái đã đồng ý chuyện này như thế nào? Tại sao chỉ có Kim Soo Hyun phải chịu trách nhiệm?
"
1759,초졸이랑 20대 후반 개저씨랑 같냐? 동일선상에서 합리화 시키려고 지랄하네,"So sánh người chỉ học hết cấp 1 với mấy ông chú U30 á? Định hợp lý hóa bằng cách đặt lên cùng một bàn cân hả? Lố bịch.
"
1760,외국인인척 애잔하노,Giả vờ là người nước ngoài đáng thương ghê.
1761,@@Lisa-w2k1eㅋㅋㅋㅋㅋㅋㄹㅇ 외국인인척 너무티나,"@-w2k1e ㅋㅋㅋㅋㅋㅋ đúng thật là lộ liễu quá, cứ như người nước ngoài ấy"
1762,찢죄명이 탑이였다고 생각했는대 더한 인간들 더 많을듯! 에휴~~~,"Tôi nghĩ Lee Jae-myung là đỉnh rồi, ai ngờ còn nhiều người hơn thế nữa! Haizzz~~~
"
1763,빚에 깔려 직장도 다 짤려 먹고살길 막막한데 7억 내용증명 보낸건 그냥 나가뒤지란 소리랑 같음. 법적으로는 맞는 행위가 맞음 근데 갚지 않겠다고 튄것도 아니고 굳이 전 연인사이 6년간 교제한 사이에서 그정도 상환 유예를 배려도 못해줄정도로 돈이 없지 않을텐데 ㄹㅇ 냉정하긴 냉정하다 . <br>법적 책임은 없겠지만 양심에대한 책임은 좀 가졌으면 함,"Nợ nần chồng chất, đến công việc cũng mất, đường sống thì mịt mờ, gửi cái thông báo 700 triệu won chẳng khác nào bảo đi chết đi. Về mặt pháp lý thì đúng là hành vi đúng, nhưng người ta cũng không phải là trốn tránh không trả, đã từng là người yêu, quen nhau 6 năm, đến cái mức gia hạn trả nợ đó cũng không thể chiếu cố được thì chắc cũng không phải là không có tiền đến thế đâu, đúng là lạnh lùng thật.
Không có trách nhiệm pháp lý, nhưng mà cũng nên có chút trách nhiệm với lương tâm đi.
"
1764,사실이라면 연예인 이제 그만 해야지 중국으로 귀화를 하던지 국내에선 그만 보고 싶구나 김지원도 건들지 말고.. 아 참 감옥부터 가긴 해야겠구나,"Nếu mà là sự thật thì nên dừng làm người nổi tiếng thôi, về Trung Quốc nhập tịch hay gì đi, chứ ở Hàn Quốc thì tôi không muốn thấy nữa. Đừng có mà động vào Kim Ji Won... À phải rồi, phải đi tù đã chứ nhỉ."
1765,배려의 여왕이라 추앙하던 지원배우까지 건드렸다면.. 와 ㅠㅠ  진짜  감옥에 보내야함,Nếu mà đến cả diễn viên Jiwon mà mọi người tung hô là nữ hoàng chu đáo mà cũng bị động đến thì... Wow ㅠㅠ Phải tống cổ vào tù thôi.
1766,헐 안타까운 새론양의 죽음뒤에 이런 악질 김수현이 있었다는게 실감이 안드네 제발 사실이 아니길  김수현씨  해명좀 해보세요<br>김수현이 제게 사실이라면 당신은 모든 영화와 드라마에서 꺼지세요  <br>사람도 아니다  넌 모든 방송계에서 퇴출돼야 마땅하다,"Tôi không thể tin được rằng Kim Soo Hyun lại là một kẻ tồi tệ như vậy sau cái chết thương tâm của Sae Ron. Mong rằng đó không phải là sự thật. Kim Soo Hyun, hãy giải thích đi.

Nếu điều đó là sự thật thì anh nên biến khỏi tất cả các bộ phim và драмы. Anh thậm chí còn không phải là con người. Anh đáng bị loại khỏi giới phát thanh truyền hình."
1767,7억 아낄라다 몇천억 날리노 ㅋㅋㅋㅋㅋㅋ,"Tiết kiệm được 700 triệu won, lại bay mất mấy nghìn tỷ won, hahaha.
"
1768,수현아 잘가라 88클럽 어쩌고 떠드는거도 이젠 끝이구나,"Tạm biệt Soo-hyun, cuối cùng thì mấy chuyện 88 clb cũng kết thúc rồi."
1769,원래 가진 것들이 더 수단 방법을 안가리고 가지려고 하는거야 남에게 베푸는 삶을 사시는 분들은 서민들이 해오던 것이고 그래서 이 대한민국이 민초들로 인해 살아가고 있는거야,"Những người vốn đã có nhiều thứ lại càng không từ thủ đoạn để có thêm. Những người có lối sống ban phát cho người khác là những người dân thường, và chính vì vậy mà Đại Hàn Dân Quốc này sống được là nhờ những người dân thường.
"
1770,원빈님 드디어 나설때가 되었습니다.  금니빼고 모조리 다 씹어먹어주세요,Đến lúc Won Bin xuất hiện rồi. Nhổ hết răng vàng ra và ăn tươi nuốt sống hết bọn chúng đi.
1771,개충격,Sốc tận óc
1772,6년을. 사귄 놈은<br>돈달라고 내용증명 보내고ᆢ살려달라고 해도ㆍㆍ 장례식장도 가지않고 <br>참 더럽다,"Thằng chó yêu nhau 6 năm trời lại gửi thông báo đòi tiền, dù tôi có kêu cứu xin tha cũng không thèm đến đám tang. Thật là bẩn thỉu."
1773,"아효..연예계 더러운거 잘 알고있고, 그동안에도 정우성 장동건 강경준 등 겉과 속이 다른 경우를 숱하게 많이 봐왔는데...아직도 연예인에 대해 환상 가지는 분들 너무 순수한것같음..사실 그 독하디 독한 연예계에서 탑급으로 살아가려면 진짜 보통 독종이 아니어야함 ㅋㅋ<br><br>김수현도.. 바른생활 청년 이미지였는데 뒤에서 미성년자랑 사귀고 가스라이팅한거네..ㅋㅋㅋ","Haizz... Tôi biết rõ giới giải trí dơ bẩn như thế nào, và trong suốt thời gian qua, tôi đã thấy vô số trường hợp người nổi tiếng có vẻ ngoài và con người thật khác nhau như Jung Woo-sung, Jang Dong-gun, Kang Kyung-jun... Những người vẫn còn ảo tưởng về người nổi tiếng có vẻ quá ngây thơ... Thực tế, để sống sót ở đẳng cấp cao nhất trong giới giải trí khắc nghiệt đó, bạn phải là một người cực kỳ độc ác thì mới được ㅋㅋ

Kim Soo-hyun cũng vậy... Anh ta từng có hình ảnh một thanh niên sống đúng mực, nhưng hóa ra lại hẹn hò và thao túng tâm lý trẻ vị thành niên sau lưng...ㅋㅋㅋ
"
1774,"원빈이 광고만 찍고 연예계를 떠난 이유가 다 있다함 <br>대놓고 말은 안 했지만 연예계가 저런 곳이라 결혼한 이후 광고만 찍은 이유를 아는 사람은 다 알고 있다함","Người ta nói Won Bin chỉ đóng quảng cáo và rời khỏi giới giải trí đều có lý do cả đấy. Dù không nói thẳng ra nhưng ai cũng biết giới giải trí là nơi như thế nên sau khi kết hôn anh ấy chỉ đóng quảng cáo thôi.
"
1775,솔직히 업계에서도 바른 이미지는 아니였고 논란일었던것도 이번이 처음도 아니여서 그간 대중들 사이에서도 흐린눈했던 사람들이 꽤 있긴했죠 장백산 생수때도 시끄러웠고 작은 논란들도 한두가지가 아니였던터라 굿데이나 눈여로 이미지 떡상한게 이해가 안되긴 했습니다,"Thật lòng mà nói, trong giới cũng không hẳn là hình tượng đúng đắn gì, mà những tranh cãi nổ ra cũng không phải lần đầu, nên trong thời gian qua cũng có không ít người tặc lưỡi cho qua. Lúc nước khoáng Trường Bạch Sơn cũng ồn ào cả lên, mà những tranh cãi nhỏ nhặt cũng không chỉ một hai chuyện, nên việc hình tượng nổi đình nổi đám nhờ ""Good Day"" hay ""Loving You"" thật sự khó hiểu.
"
1776,@@이룸-y8g 사실 바른생활 이미지는 그 해를 품은 달 배역 이훤이 크게 기여했음. 이훤 자체가 워낙 바른이미지라.. 그 배역을 소화잘했기에..,"Thực tế thì, hình tượng ""học sinh gương mẫu"" có được phần lớn là nhờ vai diễn Lee Hwon trong ""Mặt Trăng Ôm Mặt Trời"". Bản thân Lee Hwon vốn dĩ đã có hình tượng đúng đắn rồi... Vì cậu ấy đã thể hiện vai diễn đó rất tốt...
"
1777,김새론에게는 첫남친이었네ㅜㅜ오히려  김수현을보호해줄려고   사실들을 폭로하지않고   김수현  너는  가식이었다  방송가식,"Có lẽ Kim Sae Ron có bạn trai đầu là anh ấy ㅜㅜ Ngược lại, cô ấy không tiết lộ sự thật để bảo vệ Kim Soo Hyun. Kim Soo Hyun, anh thật giả tạo, giả tạo trên sóng truyền hình"
1778,RIP SAERON 😢,"RIP Saeron
"
1779,원빈 아저씨가 제일 먼저 장례식장에 왔다 한다 <br>그 옛날 함께  영화 찍었다고~~감사한일,"Nghe nói chú Won Bin đến nhà tang lễ đầu tiên.
Vì năm xưa từng cùng nhau đóng phim, thật là một việc đáng quý.
"
1780,진짜 악마네.. 순진한 어린아이 이용해먹고 6년넘게 만났으면 정도없나 저렇게까지 해야하나? 최소 성범죄자나 다름없지,"Đúng là ác quỷ mà... Lợi dụng một đứa trẻ ngây thơ, gặp nhau hơn 6 năm rồi mà không có chút tình cảm nào sao, phải làm đến mức này sao? Ít nhất cũng không khác gì tội phạm tình dục.
"
1781,맞아요 여자한을품으면 이승을떠나지못한다고했어요 한을풀어줘야해요,"Đúng vậy, người ta nói rằng phụ nữ ôm hận thì không thể rời khỏi thế gian này. Phải giải tỏa nỗi hận cho họ.
"
1782,얼마나억울하면  전남친 생일날  가버렸을까ㅠㅠ,"Chắc là ấm ức lắm nên mới đi vào đúng ngày sinh nhật người yêu cũ...ㅠㅠ
"
1783,중국이 미성년자 그거 더 엄격한디...,"Trung Quốc còn nghiêm khắc hơn về vấn đề vị thành niên đấy...
"
1784,잘못을 했으면 비난 받아야지,"Nếu đã làm sai thì phải bị chỉ trích.
"
1785,소름이긴 함,"Rợn cả người.
"
1786,사실이라면.. 집안은 못속이는 건가<br>이부형 이복동생 쌩 난리라서 안됐다 생각했는데...<br>결국 본인도...,"Nếu mà là thật thì... đúng là dòng máu không thể giấu được à.
Tưởng là số khổ vì có anh em khác mẹ khác cha làm loạn...
Cuối cùng thì bản thân cũng..."
1787,수현이~ 맛나게 먹고 다녔겠넹 수십 수백의 초미녀와 민자와 탱탱하게 즐겼겠지 망해도 돈 많을거고 ㅋㅋ 근디 얼굴은 못들고 다니겠네,"Chắc hẳn Soo-hyun đã ăn ngon và đi chơi nhiều nhỉ, chắc đã vui vẻ với hàng chục hàng trăm mỹ nữ và những em căng tràn sức sống. Dù có phá sản thì vẫn còn nhiều tiền thôi ㅋㅋ Cơ mà chắc không dám ngẩng mặt lên nhìn ai đâu nhỉ.
"
