ID,Comment Text,Token Count,Label
3371,yêu nhau 6 năm lúc khó khăn nhất người duy nhất nương tự được cũng 1 tay xô xuống vực. còn gì đau bằng,26,Không ủng hộ
3372,Kì này ông trời cũng không cứu anh được,9,Không ủng hộ
3373,Tận đảo rồi anh,4,Không ủng hộ
3374,"Netizen hàn đáng sợ thật. Còn ở VN nghệ sĩ giựt chồng, sống bẩn vẫn đi show ào ào",25,Không liên quan
3375,Hoá kiếp ảnh luôn cho nhanh đi ạ,8,Không ủng hộ
3376,Chuyến này tưởng tuyệt vời ai dè tuyệt vọng,9,Không liên quan
3377,"Anh kim gửi lời cảm on dispatch nhiều nghen, thấy cưng quá",15,Không ủng hộ
3378,Vì sao đưa anh đi,5,Không liên quan
3379,Rút ống thở lun :,6,Không ủng hộ
3380,là cứu dữ chưa:,6,Không liên quan
3381,Dispacth đang đối xử với Kim soo hyun giống như cách Kim soo hyun đổi xử với Kim sae ron,23,Không ủng hộ
3382,Cứu dữ chưa ;,4,Không liên quan
3383,ai cứu anh được nữa...,7,Không ủng hộ
3384,ê thì ra cái ảnh lúc đó không phải up chọc tức ai mà là có ẩn ý,18,Trung lập
3385,yêu mới chả đương,4,Không liên quan
3386,Vậy mà còn nhiều đứa fan vẫn bên bất chấp,10,Không ủng hộ
3387,"Dispatch cũng lời nói 1 chiều, cả 2 từng là người yêu không hồi đáp và không liên hệ, thì người ta không có yêu Sự việc chưa có bằng chứng nào yêu, toàn là lời 1 chiều",43,Trung lập
3388,"hoá ra ngày ấy em đăng ảnh là cầu cứu mà người ta cứ tưởng em hám fe với mún ké để nổi tiếng,",26,Không ủng hộ
3389,Cụ giáo toang thật rồi,5,Không ủng hộ
3390,cũng vào mà là vào rút ổng thở :,9,Không liên quan
3391,con bé nó đến đường cùng rồi mới cầu cứu vậy mà không một lời hồi đáp cũng không một lần viếng thăm lun..sợ luôn,27,Không ủng hộ
3392,"có vay có trả là bình thường, tao sock đoạn anh thôi",15,Trung lập
3393,Hôm qua tưởng cứ ai dè vô rút ống thở,10,Không liên quan
3394,ỏ hàn có drama to thì cứ nhìn qua tình hình chính trị ấy vừa rồi bom thả nhầm nhà dân,21,Không liên quan
3395,"Đứa nào hôm qua đồn Dispacth cứu anh Kim vậy , cú dô đầu hả",18,Không ủng hộ
3396,quả này ai cíu nổi nữa,7,Không ủng hộ
3397,Ảnh die không một lời trăn trối.,8,Trung lập
3398,dispatch cứu ảnh hết nổi rồi,7,Không ủng hộ
3399,đúng là năm con,4,Không liên quan
3400,cái livestream 5h hôm này chắc nock out ảnh luôn,11,Không ủng hộ
3401,"Không phải fan KHS, nhưng các bạn làm truyền thông có lẽ nên dừng ở đây đi. Biết đâu đấy vô hình dung lại mất đi 1 CON NGƯỜI!",35,Trung lập
3402,Vừa lòng tao lắm … huỷ hoại 1 kiếp người … nhân quả không chừa 1 ai đâu,18,Không ủng hộ
3403,Không có bông tuyết nào là trong sạch cả,9,Không ủng hộ
3404,Dispatch đào huyệt cho ảnh thay vì cứu ảnhh,11,Không ủng hộ
3405,Sống ác với con nhỏ vãi,6,Không ủng hộ
3406,bao giờ cho vay đòi tiền thì bị tội vậy,10,Trung lập
3407,Không hiểu từ bao giờ thằng cho vay tiền đòi lại tiền của mình lại là cái tội. Theo tao thấy tn thì kể cả có là ae ruột cũng không nên cho vay,36,Trung lập
3408,đúng là năm thế giới thứ 9 thoát kiểu gì được mà thoát,13,Không liên quan
3409,Thôi tong sự nghiệp chădc trước khi đi con bé nó chuẩn bị hết rồi,18,Không ủng hộ
3410,"Đóm đâu, Jack hãy qu.ỳ xuống nhận anh làm đệ tử",16,Không liên quan
3411,"Ai cũng có cái sai của riêng mình, hết tình hết nghĩa , đừng đặt nó là trách nhiệm của họ .",24,Trung lập
3412,Mới thấy nhỏ nào comment kêu tin tưởng chồng,9,Không liên quan
3413,chính phủ hàn đang cố cứu vãn vụ thả bom,10,Không liên quan
3414,dispatch sát muối vào tim ảnh,7,Không ủng hộ
3415,gòi xong cất poster thiệt rồi,7,Không ủng hộ
3416,Tưởng cứu ai ngờ rút ống thở,7,Không ủng hộ
3417,"dispacth cất tiếng, Kim Soo Hyun cất luôn sự nghiệp",14,Không ủng hộ
3418,Rút ống thở cuối cùng của ảnh,7,Không ủng hộ
3419,Dispacth rút ống thở luôn,7,Không ủng hộ
3420,Nghe nói vào cứu. Ai dè cú dô đầu kkkk,14,Không ủng hộ
3421,Tầm này ai cứu nổi Kim soo hyun pha này,10,Không ủng hộ
3422,Fan ổng đâu rồi vào bênh dùm cái xem Nhìu người còn mù quáng đưa ra lời bao biện cay đắng lắm dù cũng là nữ với nhau. Bình thường hóa được cách cư xử tệ bạc của idol thì đừng trách sao sau này vớ phải toàn mấy thằng ất ơ.,58,Không ủng hộ
3423,Toang rồi cựu giáo ạ,6,Không ủng hộ
3424,tụi bây vô mà bênh,5,Không liên quan
3425,Ủa má qua nhớ đọc bài nào kêu Dispatch vào cứu ảnh mà là cứu dữ chưa,18,Không ủng hộ
3426,Không có quay xe không dắt tao như bò được à,11,Không liên quan
3427,Đang thở oxi mà rút cái rẹt,8,Không liên quan
3428,Dispacth rút ống thở của Kim soo hyun luôn rồi,12,Không ủng hộ
3429,kì này thở oxy luôn,5,Không ủng hộ
3430,tình hình lúc này: chìm sâu - MCK,10,Không liên quan
3431,Tàn canh chuyến này,5,Không ủng hộ
3432,Là cứu dữ chưaaa,6,Không liên quan
3433,cạn tàu ráo máng thật,5,Không ủng hộ
3434,sao đứa nào đồn Dispacth lên tiếng đứng về phía Soohyun,14,Không ủng hộ
3435,Mấy em fan Kim soo hyun đốt poster chưa,9,Trung lập
3436,"Dispatch muốn cứu Kim soo hyun nhưng thấy anh sống lỗi quá hết cứu , quay xe cho khoẻ",19,Không ủng hộ
3437,Fan nó đâu rồi vào bênh đi tao chấp hết compact với tụi mày,14,Không ủng hộ
3438,"bọn fan cuồng nó không biết phân biệt đúng sai đâu, tội nhỏ đó",16,Không ủng hộ
3439,"Cho nợ tiền tới khi đòi lại thì lại bị cho là không ra gì,tao sợ lũ con nợ quá đi",24,Ủng hộ
3440,mấy con bênh thằng này không hiểu có tí IQ nào không nữa,13,Không ủng hộ
3441,ủa. thế cho tao hỏi là ông nam này sai ở đâu. mà bọn nó bảo thằng này bị nọ bị kia,24,Trung lập
3442,"Um thôi bỏ qua vụ tiền bạc đi, vậy vụ viện Garoseroming thì sao",19,Trung lập
3443,Tiễn thằng này đi nhanh dùm tao cái,8,Không ủng hộ
3444,"bản thân tụi bay còn mong người yêu cũ die , Kim soo hyun quá tốt cho thời gian nợ trả từ từ bây giờ đổ thừa",27,Ủng hộ
3445,tội cho cô bé ấy,5,Không ủng hộ
3446,"Haha vụ drama hàn lúc nào củng thú vị khứa này intop giàu có , nếu không var phải tù vụ này , đền này đền nọ, vẫn còn nhiều đôla sống nhàn",37,Trung lập
3447,Liên quan đến 1 mạng người mà sao nhiều người comment vẫn cợt nhã được thì tao lạy,18,Trung lập
3448,"về lý thì không sai nhưng về tình thì quá bạc, tuyệt tình quá vô tình cũng tự tạo nghiệp cho mình rồi giờ giải quyết cũng mệt nghĩ luôn",32,Không ủng hộ
3449,Mấy con giời sống ở VN hiểu thế nào được cái gọi là “dư luận kim chi” = ở VN phốt phủng thời gian cũng chìm. Chứ ở bển thì hi hi,37,Trung lập
3450,ủa rõ ràng là công ty gold medalist là người đòi tiền mà đâu phải ông mà đã chia tay mấy năm rồi ông đâu có trách nhiệm trog vụ này đâu còn vụ yêu trẻ vị thành niên thì sai thật,45,Trung lập
3451,giờ có nước trọng sinh thì cứu được anh,9,Trung lập
3452,Mắc gì số tiền lớn nợ mà không đòi ??? Mình cũng cần tiền chứ đùa Mấy bà có tiền tỉ cho mượn mà không đòi không ??? báo với đài hài vch !!,40,Trung lập
3453,Sao càng ngày càng gay cấn zạy má,9,Trung lập
3454,Em ấy bị ép tự sát sao,7,Trung lập
3455,"Rồi ai chứng mình cho tao biết, cái tn đó là từ số điện thoại của bà chị họ thật không? Và sao số điện thoại chị họ bị leak mà báo chi lại không alo số điện thoại chị họ mà lại lái dư luận sang là Kim soo hyun leak số điện thoại mới của Kim sae ron.",69,Trung lập
3456,Ý là đăng ảnh đe doạ thì cũng đâu có vừa,11,Không ủng hộ
3457,"Giá mà em ấy đừng tự sát, nhìn em ấy mà tiếc cho em, chắc phải suy xụp lắm , người mà nghĩ yêu Mình nhất lại là người dồn Mình đến bước đường cùng",38,Không ủng hộ
3458,Thật sự chẳng hiểu anh sai ở đâu tính ra làm ơn mắc oán có vay thì có trả thôi tự nhiên phải gánh tội một cách vô lý,29,Ủng hộ
3459,này thì fan chờ Dispacth nó thanh minh,10,Không ủng hộ
3460,"Ê má tao nể mấy con vô bênh kiểu ""người yêu cũ tao mà thiếu tiền tao còn đòi hơn như vậy"" đó là mày nghèo, còn tài khoản này giàu khiếp, chia tay làm người ta suy sụp tinh thần rồi mượn danh nghĩa công ty bắt bồi thưởng, trả nợ các kiểu",65,Không ủng hộ
3461,thích Kim soo hyun lúc đóng vai phim Giants nhưng không mê không theo dõi,16,Trung lập
3462,": tao nhớ có đợt bả đăng hình lên cái xóa vội, lúc phim gì của ông này đang nổi nè, cái cdm vô chỉ trích bả quan trọng, : giờ quay qua thương tiếc",45,Không ủng hộ
3463,Dispacth giải cứu Kim soo hyun Dispacth giúp đóng toàn bộ hợp đồng cho Kim soo hyun,21,Trung lập
3464,"Mình chỉ thắc mắc là từng yêu nhau sao phải chối vậy, với lại cô ấy tưnhf là người mình yêu lúc gặp nạn anh ấy không cảm thấy thương chút nào ư, đã vậy cô ấy còn đã mất thì cũng không thương xót gì sao, buồn thật vì từng là thần tượng",61,Không ủng hộ
3465,"Lạy mấy má kêu “người yêu cũ nợ tiền tao còn dí tới trong nhà”, “sao lúc mượn xung vậy má”.Ý là mình hóng chưa tới á thì mình nín họng đi nói chi cho nó tổn phước vậy",47,Trung lập
3466,Dispacth lên bài rút ống thở của sao hạng Sao,12,Không ủng hộ
3467,"Cô bé đã quá tuyệt vọng rồi. Người từng thương lạnh lùng, nợ lại ngập đầu nữa",22,Không ủng hộ
3468,thật hả mọi người,4,Trung lập
3469,Kim soo hyun không sai về lý nhưng nói chung là sai về tình. Nói không sai thì cũng chả đúng mà nói không đúng thì cũng chả sai,30,Trung lập
3470,dạt ra cho fan ảnh hấp hối cho ảnh,9,Ủng hộ
3471,bây giờ kể cả jack có nhận con cũng không cú anh được nữa anh ơi,16,Không liên quan
3472,"Rồi biết có hẹn hò rồi sao nữa, ra tiếp đi chứ, chứ người yêu cũ thì cũng chưa bắt người ta trả tiền được",28,Trung lập
3473,"Tiền hết, tình tan, đời tàn, xi líp jack",16,Không liên quan
3474,Thật sự thích Kim soo hyun vãi mà giờ hết cứu rồi,12,Không ủng hộ
3475,Dispatch cứu kẹo rau củ,5,Trung lập
3476,Ủa mắc cười nợ gần cả tỷ mà không được đòi hả,13,Trung lập
3477,"hazz phải chi lấy tui là ẻm hạnh phúc rồi , tủi chỉ nghèo xíu , mập xíu , xấu xíu , lười xúi thôi.",28,Không liên quan
3478,Ý là cầu cứu không được nên tung ảnh thân mật để anh ta hồi đáp hả. Mà anh ta cũng làm đúng thôi cô này thì gây tai nạn gt. Tự gây ra rồi kêu ai cứu được. Tao chả bênh ai nh cô này cũng không vừa anh kia cũng vô tình thôi.,59,Trung lập
3479,Ủa tưởng dsp giải vây cơ mà:,10,Trung lập
3480,vậy là brenh rồi đó hả dispatch,9,Trung lập
3481,mấy đứa nào fan ảnh thì chạy núp hết nha chứ tao thấy là tao tụng cho đi theo Kim sae ron,23,Không ủng hộ
3482,Nếu tao nhiều tiền như ông kia thì cứ để từ từ chứ ép ngươig thế thì cũng cạn tình quá,22,Không ủng hộ
3483,ê vẫn thắc mắc tại sao mấy cái tin nhắn này lại bị lộ cho truyền thông được vậy,20,Trung lập
3484,"6 năm yêu nhau từ lúc Kim sae ron 15 tuổi, mà Kim sae ron còn hỗ trợ Kim soo hyun hết mình trong suốt quãng thời gian yêu mà không đòi hỏi mức thù lao nào. đến khi gặp biến thì ông Kim soo hyun Chia tay bả. giàu nv nhưng không giúp bạn gái cũ 700trwon để bả có thời gian để xoay xở. giống như khi người ta sắp chưa.ết đuối thì người ta cố gắng bấu víu vào sợi dây cuối cùng nhưng người kia có khả năng cứu nhưng không cứu. vậy có phải dòng bạc tình bạc nghĩa không.",122,Không ủng hộ
3485,Sai là sai cái tình. Còn nó đòi tiền của nó là nó đúng mà.,17,Trung lập
3486,"Vì sao đưa anh tới, quả báo đưa anh đi",13,Không ủng hộ
3487,Hên quá tao mê ộp ba khác,8,Không liên quan
3488,"Cứu, cứu vô đầu anh hahaa",10,Không ủng hộ
3489,nếu cha này không vô toò thì tao nghĩ cũng bay sn,13,Không ủng hộ
3490,Kim Soo Hyun cũng đóng góp phần vào cái chet của bả nhưng phần lần vẫn là sự toxic của cộng đồng mạng dồn bả vào đường cùng,30,Không ủng hộ
3491,tại sao bả nợ vậy mọi người,7,Trung lập
3492,tại không nói chứ không phải không biết,8,Trung lập
3493,"Nợ thì đòi nhưg vấn đề là đòi lúc nào và đòi như thế này. Sống ở đời hết tình còn nghĩa và cũng nên suy xét nhiều khía cạnh.Sếp mình làm ăn có hợp đồng đàng hoàng nhưng khi khách khó khăn chậm trả nợ sếp còn bảo bọn mình “ép nó vừa thôi vì giờ ép nó cũng không có tiền,nó cùng đường lại nghĩ quẩn 4 4 thì coi như mình mất tiền luôn. Kiện ra toà mà nó không có tiền, nó chấp nhận đi ở tờ thì mình cũng chả còn người mà đòi.Chi bằng cho nó thời gian để nó kiếm tiền thì mình còn có cơ hội đòi được”.",134,Trung lập
3494,Đại hội cờ Caro bắt đầu rồi bây,9,Không liên quan
3495,"Công nhận tâm lý của mấy idol hàn yếu thật. Như mấy anh chị Vbiz xem nào. Lặn thật sâu vào…kiểu gì vài năm là được tẩy trắng ngay. Nợ thì nợ, không trả đấy. Bà Trương Mỹ Lan còn không phải tự sát.",55,Không liên quan
3496,"Garosero tặng hòm, Dispatch đóng nắp",10,Không ủng hộ
3497,Sao rút ống thở của người ta,7,Không ủng hộ
3498,cô bé dispacth thêm dầu vào lửa,9,Không liên quan
3499,vào cuộc để bênh vực hay minh chứng á một pha đi vào lòng đất luôn,16,Không ủng hộ
3500,sao qua nói cứu mà,5,Không ủng hộ
3501,Đâu phải mối tình nào cũng vẹn nguyên như hồi em 15 tuổi. Đâu phải ai cũng yêu em như thuở ban đầu. Ai còn nhớ đến Sulli không? Cô ấy cũng từng yêu một ông chú đến huỷ hoại bản thân. Thương,48,Không ủng hộ
3502,"Ý là không thấy Kim soo hyun sai cái gì luôn á : nếu có thì chắc là quen khi Kim sae ron còn nhỏ. Nhưng mà là yêu đương chứ có làm gì trái pháp luật đâu, họ cũng chia tay trong êm đẹp mà",50,Ủng hộ
3503,Dispacth cứu một phát tactho luôn,9,Không ủng hộ
3504,dị mà nãy em còn nghi ngờ Dispatch bị bịt miệng rồi chớ,13,Trung lập
3505,dispatch tung tin ở đâu vậy mọi người,9,Trung lập
3506,"Đòi tiền là công ty đòi, tiền công ty chứ phải lá mít đâu, chốt lại ông ăn chả bà ăn nem 1 con tự sát trốn nợ 1 thẳng chơi đã bỏ rơi",39,Không ủng hộ
